state,area,year,quarter,medianAcreage,nominalPrice,nominalPercent,nominalGrowth,realPrice,realPercent,annualVolume,qtrVolume
Texas,Dallas Prairie (LMA 24),2005,0,69,2787,27.48,12.82,583,23.63,197,null
Texas,Dallas Prairie (LMA 24),2006,0,78,3600,29.15,16.89,731,25.35,137,null
Texas,Dallas Prairie (LMA 24),2007,0,70,3500,-2.78,16.99,692,-5.32,97,null
Texas,Dallas Prairie (LMA 24),2008,0,93,3453,-1.36,13.37,670,-3.25,59,null
Texas,Dallas Prairie (LMA 24),2009,0,76,3694,6.98,11.06,711,6.18,40,null
Texas,Dallas Prairie (LMA 24),2010,0,60,3000,-18.78,1.48,571,-19.71,91,null
Texas,Dallas Prairie (LMA 24),2011,0,60,2880,-3.99,-4.36,537,-5.95,98,null
Texas,Dallas Prairie (LMA 24),2012,0,93,2717,-5.67,-4.94,497,-7.44,114,null
Texas,Dallas Prairie (LMA 24),2013,0,73,3065,12.82,-2.35,551,10.88,286,null
Texas,Dallas Prairie (LMA 24),2014,0,68,3298,7.58,-2.24,582,5.63,349,null
Texas,Dallas Prairie (LMA 24),2015,0,69,3850,16.74,5.12,673,15.64,389,null
Texas,Dallas Prairie (LMA 24),2016,0,68,4136,7.44,7.51,716,6.32,491,null
Texas,Dallas Prairie (LMA 24),2017,0,66,4707,13.8,11.62,800,11.7,599,null
Texas,Dallas Prairie (LMA 24),2018,0,72,4947,5.1,10.05,821,2.63,501,null
Texas,Dallas Prairie (LMA 24),2019,0,71,5925,19.77,12.43,966,17.67,452,null
Texas,Dallas Prairie (LMA 24),2020,0,67,6747,13.87,11.88,1086,12.52,536,null
Texas,Blacklands - North (LMA 25),1971,0,120,226,5.84,9.18,182,0.74,260,null
Texas,Blacklands - North (LMA 25),1972,0,128,270,18.98,12.43,208,14.07,264,null
Texas,Blacklands - North (LMA 25),1973,0,161,325,20.59,15.89,237,14.32,258,null
Texas,Blacklands - North (LMA 25),1974,0,128,426,31.08,16.33,285,20.23,207,null
Texas,Blacklands - North (LMA 25),1975,0,126,450,5.63,16.03,276,-3.28,153,null
Texas,Blacklands - North (LMA 25),1976,0,129,450,0,14.72,261,-5.23,171,null
Texas,Blacklands - North (LMA 25),1977,0,106,480,6.67,12.24,263,0.44,183,null
Texas,Blacklands - North (LMA 25),1978,0,118,500,4.17,9,256,-2.66,208,null
Texas,Blacklands - North (LMA 25),1979,0,123,500,0,3.26,236,-7.69,188,null
Texas,Blacklands - North (LMA 25),1980,0,152,595,19,5.75,257,9.13,227,null
Texas,Blacklands - North (LMA 25),1981,0,132,658,10.59,7.9,260,1.03,186,null
Texas,Blacklands - North (LMA 25),1982,0,122,750,13.98,9.34,279,7.35,189,null
Texas,Blacklands - North (LMA 25),1983,0,114,778,3.73,9.25,279,-0.15,223,null
Texas,Blacklands - North (LMA 25),1984,0,148,850,9.25,11.2,294,5.44,216,null
Texas,Blacklands - North (LMA 25),1985,0,138,998,17.35,10.89,334,13.75,258,null
Texas,Blacklands - North (LMA 25),1986,0,114,908,-8.97,6.65,298,-10.77,196,null
Texas,Blacklands - North (LMA 25),1987,0,123,762,-16.08,0.32,244,-18.1,174,null
Texas,Blacklands - North (LMA 25),1988,0,101,749,-1.66,-0.75,232,-5.01,201,null
Texas,Blacklands - North (LMA 25),1989,0,111,800,6.71,-1.21,238,2.68,166,null
Texas,Blacklands - North (LMA 25),1990,0,126,713,-10.79,-6.49,205,-14.01,218,null
Texas,Blacklands - North (LMA 25),1991,0,138,604,-15.29,-7.82,168,-18.06,188,null
Texas,Blacklands - North (LMA 25),1992,0,135,650,7.56,-3.13,177,5.17,198,null
Texas,Blacklands - North (LMA 25),1993,0,130,652,0.38,-2.73,173,-1.94,206,null
Texas,Blacklands - North (LMA 25),1994,0,120,700,7.28,-2.63,182,5.04,237,null
Texas,Blacklands - North (LMA 25),1995,0,120,750,7.14,1.01,191,4.94,219,null
Texas,Blacklands - North (LMA 25),1996,0,116,750,0,4.41,187,-1.8,189,null
Texas,Blacklands - North (LMA 25),1997,0,127,738,-1.6,2.57,181,-3.27,223,null
Texas,Blacklands - North (LMA 25),1998,0,149,850,15.18,5.43,207,13.89,251,null
Texas,Blacklands - North (LMA 25),1999,0,122,879,3.41,4.66,211,1.94,283,null
Texas,Blacklands - North (LMA 25),2000,0,148,900,2.39,3.71,211,0.15,250,null
Texas,Blacklands - North (LMA 25),2001,0,118,1056,17.33,7.08,242,14.8,283,null
Texas,Blacklands - North (LMA 25),2002,0,116,1000,-5.3,6.26,226,-6.77,374,null
Texas,Blacklands - North (LMA 25),2003,0,134,1150,15,6.23,255,12.91,390,null
Texas,Blacklands - North (LMA 25),2004,0,141,1350,17.39,8.96,291,14.31,338,null
Texas,Blacklands - North (LMA 25),2005,0,122,1650,22.22,12.89,345,18.53,336,null
Texas,Blacklands - North (LMA 25),2006,0,122,2000,21.21,13.63,406,17.65,323,null
Texas,Blacklands - North (LMA 25),2007,0,113,2000,0,14.87,396,-2.62,267,null
Texas,Blacklands - North (LMA 25),2008,0,112,2288,14.39,14.75,444,12.2,309,null
Texas,Blacklands - North (LMA 25),2009,0,112,2500,9.27,13.12,481,8.45,225,null
Texas,Blacklands - North (LMA 25),2010,0,107,2400,-4,7.78,457,-5.1,250,null
Texas,Blacklands - North (LMA 25),2011,0,123,2225,-7.3,2.15,415,-9.19,223,null
Texas,Blacklands - North (LMA 25),2012,0,102,2575,15.74,5.18,471,13.56,306,null
Texas,Blacklands - North (LMA 25),2013,0,110,2481,-3.65,1.63,446,-5.31,313,null
Texas,Blacklands - North (LMA 25),2014,0,104,2600,4.79,0.79,459,2.89,377,null
Texas,Blacklands - North (LMA 25),2015,0,101,3000,15.38,4.56,525,14.29,356,null
Texas,Blacklands - North (LMA 25),2016,0,102,2847,-5.1,5.05,493,-6.08,425,null
Texas,Blacklands - North (LMA 25),2017,0,107,3172,11.42,4.26,539,9.37,482,null
Texas,Blacklands - North (LMA 25),2018,0,109,3383,6.64,6.4,561,4.13,599,null
Texas,Blacklands - North (LMA 25),2019,0,104,3500,3.47,6.13,570,1.65,519,null
Texas,Blacklands - North (LMA 25),2020,0,107,3800,8.58,4.84,612,7.29,747,null
Texas,Blacklands - South (LMA 26),1971,0,132,303,28.94,13.34,243,22.72,191,null
Texas,Blacklands - South (LMA 26),1972,0,140,365,20.46,15.84,281,15.48,181,null
Texas,Blacklands - South (LMA 26),1973,0,148,463,26.85,18.28,338,20.25,146,null
Texas,Blacklands - South (LMA 26),1974,0,118,500,7.99,18.95,335,-0.95,135,null
Texas,Blacklands - South (LMA 26),1975,0,100,640,27.9,22.17,392,17.11,106,null
Texas,Blacklands - South (LMA 26),1976,0,107,650,1.64,16.49,378,-3.68,158,null
Texas,Blacklands - South (LMA 26),1977,0,104,696,7,13.76,380,0.75,170,null
Texas,Blacklands - South (LMA 26),1978,0,101,700,0.72,8.63,358,-5.88,190,null
Texas,Blacklands - South (LMA 26),1979,0,100,798,13.85,9.79,376,5.09,154,null
Texas,Blacklands - South (LMA 26),1980,0,127,897,12.48,7,388,3.14,133,null
Texas,Blacklands - South (LMA 26),1981,0,112,1088,21.35,10.86,430,10.86,156,null
Texas,Blacklands - South (LMA 26),1982,0,105,1200,10.24,11.53,447,3.83,119,null
Texas,Blacklands - South (LMA 26),1983,0,104,1445,20.42,15.58,518,15.9,127,null
Texas,Blacklands - South (LMA 26),1984,0,120,2045,41.52,20.72,707,36.58,202,null
Texas,Blacklands - South (LMA 26),1985,0,104,2500,22.25,22.75,838,18.5,172,null
Texas,Blacklands - South (LMA 26),1986,0,100,2000,-20,12.94,657,-21.58,82,null
Texas,Blacklands - South (LMA 26),1987,0,128,1250,-37.5,0.82,401,-39,69,null
Texas,Blacklands - South (LMA 26),1988,0,105,995,-20.43,-7.2,308,-23.14,106,null
Texas,Blacklands - South (LMA 26),1989,0,100,1043,4.86,-12.6,311,0.89,114,null
Texas,Blacklands - South (LMA 26),1990,0,107,876,-15.98,-18.91,252,-19.01,106,null
Texas,Blacklands - South (LMA 26),1991,0,103,863,-1.52,-15.47,240,-4.74,140,null
Texas,Blacklands - South (LMA 26),1992,0,104,850,-1.49,-7.42,231,-3.68,144,null
Texas,Blacklands - South (LMA 26),1993,0,111,842,-0.96,-3.28,224,-3.26,173,null
Texas,Blacklands - South (LMA 26),1994,0,110,963,14.37,-1.58,250,11.98,205,null
Texas,Blacklands - South (LMA 26),1995,0,113,1000,3.84,2.68,255,1.71,147,null
Texas,Blacklands - South (LMA 26),1996,0,100,1144,14.4,5.8,286,12.34,198,null
Texas,Blacklands - South (LMA 26),1997,0,117,1050,-8.22,4.31,258,-9.77,57,null
Texas,Blacklands - South (LMA 26),1998,0,117,1400,33.33,10.7,340,31.85,74,null
Texas,Blacklands - South (LMA 26),1999,0,104,1372,-2,7.34,329,-3.39,156,null
Texas,Blacklands - South (LMA 26),2000,0,100,1500,9.33,8.45,351,6.94,118,null
Texas,Blacklands - South (LMA 26),2001,0,102,1650,10,7.6,378,7.63,172,null
Texas,Blacklands - South (LMA 26),2002,0,125,1700,3.03,10.12,384,1.43,145,null
Texas,Blacklands - South (LMA 26),2003,0,100,1924,13.15,6.56,426,11.09,191,null
Texas,Blacklands - South (LMA 26),2004,0,116,2225,15.67,10.15,480,12.64,188,null
Texas,Blacklands - South (LMA 26),2005,0,122,2600,16.85,11.63,544,13.32,233,null
Texas,Blacklands - South (LMA 26),2006,0,105,2869,10.34,11.7,583,7.1,243,null
Texas,Blacklands - South (LMA 26),2007,0,98,3298,14.94,14.17,652,11.94,151,null
Texas,Blacklands - South (LMA 26),2008,0,104,3425,3.86,12.23,665,1.87,119,null
Texas,Blacklands - South (LMA 26),2009,0,100,3093,-9.68,6.81,596,-10.36,92,null
Texas,Blacklands - South (LMA 26),2010,0,105,3986,28.86,8.92,759,27.38,88,null
Texas,Blacklands - South (LMA 26),2011,0,106,3842,-3.62,6.01,716,-5.59,117,null
Texas,Blacklands - South (LMA 26),2012,0,102,3689,-3.99,2.27,675,-5.8,127,null
Texas,Blacklands - South (LMA 26),2013,0,97,3956,7.26,2.93,711,5.41,194,null
Texas,Blacklands - South (LMA 26),2014,0,100,4829,22.06,9.32,852,19.84,195,null
Texas,Blacklands - South (LMA 26),2015,0,99,4649,-3.74,3.12,813,-4.65,258,null
Texas,Blacklands - South (LMA 26),2016,0,90,5804,24.86,8.6,1004,23.56,271,null
Texas,Blacklands - South (LMA 26),2017,0,99,5544,-4.48,8.49,942,-6.24,209,null
Texas,Blacklands - South (LMA 26),2018,0,102,6320,13.99,9.82,1048,11.31,268,null
Texas,Blacklands - South (LMA 26),2019,0,104,6301,-0.29,5.47,1027,-2.04,291,null
Texas,Blacklands - South (LMA 26),2020,0,104,7202,14.3,9.15,1160,12.94,380,null
Texas,Brazos (LMA 27),1971,0,113,350,25.67,14.61,281,19.62,151,null
Texas,Brazos (LMA 27),1972,0,148,350,0,10.76,270,-4.13,109,null
Texas,Brazos (LMA 27),1973,0,155,500,42.86,14.87,365,35.42,117,null
Texas,Brazos (LMA 27),1974,0,155,604,20.8,20.68,404,10.8,88,null
Texas,Brazos (LMA 27),1975,0,114,700,15.89,20.24,429,6.11,86,null
Texas,Brazos (LMA 27),1976,0,128,800,14.29,17.98,465,8.31,79,null
Texas,Brazos (LMA 27),1977,0,122,800,0,17.98,438,-5.84,129,null
Texas,Brazos (LMA 27),1978,0,120,900,12.5,12.47,460,5.13,99,null
Texas,Brazos (LMA 27),1979,0,110,1000,11.11,10.61,472,2.56,110,null
Texas,Brazos (LMA 27),1980,0,160,1080,8,9.06,467,-0.96,119,null
Texas,Brazos (LMA 27),1981,0,126,1361,26.02,11.21,538,15.13,97,null
Texas,Brazos (LMA 27),1982,0,108,1662,22.15,15.75,619,15.05,116,null
Texas,Brazos (LMA 27),1983,0,106,1500,-9.77,10.76,538,-13.16,159,null
Texas,Brazos (LMA 27),1984,0,100,1455,-3,7.79,503,-6.39,125,null
Texas,Brazos (LMA 27),1985,0,87,1500,3.09,6.79,503,-0.07,122,null
Texas,Brazos (LMA 27),1986,0,101,1240,-17.33,-1.84,408,-18.97,105,null
Texas,Brazos (LMA 27),1987,0,87,1093,-11.85,-8.05,351,-13.98,107,null
Texas,Brazos (LMA 27),1988,0,81,1050,-3.91,-6.88,325,-7.18,121,null
Texas,Brazos (LMA 27),1989,0,98,1080,2.87,-5.78,322,-1.02,148,null
Texas,Brazos (LMA 27),1990,0,95,996,-7.8,-7.86,286,-11.13,150,null
Texas,Brazos (LMA 27),1991,0,97,1050,5.4,-3.27,292,1.96,153,null
Texas,Brazos (LMA 27),1992,0,114,1000,-4.76,-1.76,272,-6.88,177,null
Texas,Brazos (LMA 27),1993,0,90,945,-5.5,-2.09,251,-7.69,153,null
Texas,Brazos (LMA 27),1994,0,101,921,-2.54,-3.14,239,-4.58,210,null
Texas,Brazos (LMA 27),1995,0,99,950,3.15,-0.94,242,1.03,96,null
Texas,Brazos (LMA 27),1996,0,109,1000,5.26,-0.97,250,3.37,183,null
Texas,Brazos (LMA 27),1997,0,100,1025,2.5,0.5,252,0.76,177,null
Texas,Brazos (LMA 27),1998,0,97,1316,28.39,6.85,320,26.96,152,null
Texas,Brazos (LMA 27),1999,0,99,1148,-12.8,4.5,275,-14.04,184,null
Texas,Brazos (LMA 27),2000,0,99,1204,4.97,4.86,282,2.67,152,null
Texas,Brazos (LMA 27),2001,0,96,1350,12.08,6.19,310,9.67,153,null
Texas,Brazos (LMA 27),2002,0,95,1328,-1.59,5.32,300,-3.12,141,null
Texas,Brazos (LMA 27),2003,0,97,1600,20.44,3.99,355,18.25,220,null
Texas,Brazos (LMA 27),2004,0,96,1997,24.84,11.72,431,21.57,190,null
Texas,Brazos (LMA 27),2005,0,94,2409,20.6,14.87,504,16.95,155,null
Texas,Brazos (LMA 27),2006,0,85,3265,35.53,19.32,663,31.54,150,null
Texas,Brazos (LMA 27),2007,0,86,4294,31.53,26.44,849,28.09,120,null
Texas,Brazos (LMA 27),2008,0,89,4131,-3.79,20.89,802,-5.63,108,null
Texas,Brazos (LMA 27),2009,0,96,3950,-4.39,14.61,761,-5.11,117,null
Texas,Brazos (LMA 27),2010,0,84,3731,-5.55,9.14,710,-6.64,83,null
Texas,Brazos (LMA 27),2011,0,86,4601,23.33,7.1,858,20.8,97,null
Texas,Brazos (LMA 27),2012,0,80,4104,-10.8,-0.9,751,-12.48,101,null
Texas,Brazos (LMA 27),2013,0,82,4750,15.74,2.83,854,13.75,145,null
Texas,Brazos (LMA 27),2014,0,82,5069,6.71,5.11,895,4.77,184,null
Texas,Brazos (LMA 27),2015,0,77,6520,28.63,11.81,1140,27.41,192,null
Texas,Brazos (LMA 27),2016,0,86,5691,-12.71,4.34,985,-13.62,267,null
Texas,Brazos (LMA 27),2017,0,79,6020,5.77,7.96,1022,3.82,198,null
Texas,Brazos (LMA 27),2018,0,84,6289,4.48,5.77,1043,2.03,318,null
Texas,Brazos (LMA 27),2019,0,94,6269,-0.32,4.34,1022,-2.07,272,null
Texas,Brazos (LMA 27),2020,0,80,6625,5.66,0.32,1067,4.41,359,null
Texas,Houston (LMA 28),1971,0,146,500,-16.67,5.64,402,-20.68,57,null
Texas,Houston (LMA 28),1972,0,143,595,19,11.2,458,14.08,70,null
Texas,Houston (LMA 28),1973,0,126,1050,76.47,18.1,767,67.29,91,null
Texas,Houston (LMA 28),1974,0,130,1496,42.52,26.07,1002,30.72,148,null
Texas,Houston (LMA 28),1975,0,117,1000,-33.18,10.76,613,-38.82,92,null
Texas,Houston (LMA 28),1976,0,134,1000,0,14.87,581,-5.23,56,null
Texas,Houston (LMA 28),1977,0,119,1100,10,13.08,602,3.58,67,null
Texas,Houston (LMA 28),1978,0,173,1241,12.82,3.4,634,5.43,73,null
Texas,Houston (LMA 28),1979,0,97,1500,20.87,0.05,708,11.57,87,null
Texas,Houston (LMA 28),1980,0,99,1574,4.93,9.5,681,-3.77,87,null
Texas,Houston (LMA 28),1981,0,126,1995,26.75,14.81,789,15.79,84,null
Texas,Houston (LMA 28),1982,0,84,2250,12.78,15.39,838,6.22,69,null
Texas,Houston (LMA 28),1983,0,99,2250,0,12.64,806,-3.75,130,null
Texas,Houston (LMA 28),1984,0,82,2495,10.89,10.71,863,7.02,96,null
Texas,Houston (LMA 28),1985,0,93,2500,0.2,9.7,838,-2.87,91,null
Texas,Houston (LMA 28),1986,0,100,1830,-26.82,-1.72,601,-28.27,62,null
Texas,Houston (LMA 28),1987,0,95,1500,-18.04,-7.8,481,-20.01,62,null
Texas,Houston (LMA 28),1988,0,105,1323,-11.77,-10.08,410,-14.77,97,null
Texas,Houston (LMA 28),1989,0,97,1398,5.66,-10.94,417,1.67,110,null
Texas,Houston (LMA 28),1990,0,99,1300,-7,-12.26,374,-10.37,119,null
Texas,Houston (LMA 28),1991,0,80,1452,11.69,-4.52,404,8.04,101,null
Texas,Houston (LMA 28),1992,0,96,1098,-24.38,-6.04,298,-26.07,56,null
Texas,Houston (LMA 28),1993,0,125,1016,-7.46,-5.14,270,-9.61,92,null
Texas,Houston (LMA 28),1994,0,101,1075,5.81,-5.12,279,3.6,143,null
Texas,Houston (LMA 28),1995,0,88,1150,6.98,-2.42,293,4.78,73,null
Texas,Houston (LMA 28),1996,0,100,1503,30.7,0.69,376,28.35,111,null
Texas,Houston (LMA 28),1997,0,108,1409,-6.25,5.12,346,-7.84,173,null
Texas,Houston (LMA 28),1998,0,101,1700,20.62,10.84,413,19.28,138,null
Texas,Houston (LMA 28),1999,0,90,1916,12.74,12.25,459,11.14,128,null
Texas,Houston (LMA 28),2000,0,91,1850,-3.44,9.98,434,-5.56,87,null
Texas,Houston (LMA 28),2001,0,100,1500,-18.92,-0.04,344,-20.66,45,null
Texas,Houston (LMA 28),2002,0,115,1700,13.33,3.83,384,11.57,107,null
Texas,Houston (LMA 28),2003,0,96,2204,29.66,5.34,489,27.31,172,null
Texas,Houston (LMA 28),2004,0,85,2939,33.34,8.94,634,29.85,206,null
Texas,Houston (LMA 28),2005,0,130,2629,-10.56,7.28,550,-13.26,229,null
Texas,Houston (LMA 28),2006,0,115,3244,23.39,16.68,659,19.76,202,null
Texas,Houston (LMA 28),2007,0,117,3874,19.42,17.91,766,16.3,179,null
Texas,Houston (LMA 28),2008,0,97,5547,43.18,20.27,1076,40.44,130,null
Texas,Houston (LMA 28),2009,0,94,5500,-0.84,13.35,1059,-1.59,89,null
Texas,Houston (LMA 28),2010,0,95,5127,-6.77,14.29,976,-7.84,110,null
Texas,Houston (LMA 28),2011,0,91,4828,-5.85,8.28,900,-7.78,93,null
Texas,Houston (LMA 28),2012,0,109,6052,25.36,9.33,1107,23,100,null
Texas,Houston (LMA 28),2013,0,86,5604,-7.4,0.21,1008,-8.99,194,null
Texas,Houston (LMA 28),2014,0,81,7044,25.7,5.07,1244,23.42,199,null
Texas,Houston (LMA 28),2015,0,89,6377,-9.48,4.46,1115,-10.33,183,null
Texas,Houston (LMA 28),2016,0,90,6091,-4.48,4.76,1054,-5.47,200,null
Texas,Houston (LMA 28),2017,0,85,6481,6.4,1.38,1101,4.44,227,null
Texas,Houston (LMA 28),2018,0,87,6782,4.64,3.89,1125,2.18,294,null
Texas,Houston (LMA 28),2019,0,93,7580,11.76,1.48,1235,9.8,279,null
Texas,Houston (LMA 28),2020,0,77,8792,16,6.64,1416,14.62,343,null
Texas,North East (LMA 29),1971,0,78,228,14,12.42,183,8.51,238,null
Texas,North East (LMA 29),1972,0,76,234,2.63,10.82,180,-1.61,247,null
Texas,North East (LMA 29),1973,0,100,314,34.19,12.4,229,27.21,227,null
Texas,North East (LMA 29),1974,0,85,375,19.43,15.24,251,9.54,275,null
Texas,North East (LMA 29),1975,0,82,396,5.6,14.64,243,-3.31,198,null
Texas,North East (LMA 29),1976,0,81,408,3.03,12.34,237,-2.36,211,null
Texas,North East (LMA 29),1977,0,79,440,7.84,13.46,241,1.55,227,null
Texas,North East (LMA 29),1978,0,88,520,18.18,10.62,266,10.44,208,null
Texas,North East (LMA 29),1979,0,93,550,5.77,7.96,260,-2.37,237,null
Texas,North East (LMA 29),1980,0,90,600,9.18,8.68,260,0.12,234,null
Texas,North East (LMA 29),1981,0,93,708,17.9,11.65,280,7.71,195,null
Texas,North East (LMA 29),1982,0,93,780,10.17,12.13,290,3.76,176,null
Texas,North East (LMA 29),1983,0,93,800,2.56,9,287,-1.28,201,null
Texas,North East (LMA 29),1984,0,82,857,7.12,9.28,296,3.38,215,null
Texas,North East (LMA 29),1985,0,84,880,2.68,7.94,295,-0.47,177,null
Texas,North East (LMA 29),1986,0,80,789,-10.34,2.19,259,-12.12,172,null
Texas,North East (LMA 29),1987,0,99,650,-17.62,-3.58,208,-19.6,185,null
Texas,North East (LMA 29),1988,0,96,560,-13.85,-6.88,173,-16.78,203,null
Texas,North East (LMA 29),1989,0,100,508,-9.29,-9.93,151,-12.71,193,null
Texas,North East (LMA 29),1990,0,94,533,4.84,-9.56,153,1.05,239,null
Texas,North East (LMA 29),1991,0,80,600,12.66,-5.33,167,8.98,175,null
Texas,North East (LMA 29),1992,0,76,601,0.09,-1.57,163,-2.14,198,null
Texas,North East (LMA 29),1993,0,92,526,-12.41,-1.24,140,-14.44,209,null
Texas,North East (LMA 29),1994,0,90,570,8.27,2.31,148,6.01,194,null
Texas,North East (LMA 29),1995,0,74,600,5.36,2.41,153,3.19,207,null
Texas,North East (LMA 29),1996,0,97,700,16.67,3.13,175,14.57,191,null
Texas,North East (LMA 29),1997,0,99,699,-0.14,3.08,172,-1.84,191,null
Texas,North East (LMA 29),1998,0,94,750,7.3,7.35,182,6.1,202,null
Texas,North East (LMA 29),1999,0,100,780,3.93,6.48,187,2.45,190,null
Texas,North East (LMA 29),2000,0,94,728,-6.54,3.96,171,-8.59,178,null
Texas,North East (LMA 29),2001,0,98,763,4.67,1.73,175,2.42,118,null
Texas,North East (LMA 29),2002,0,97,791,3.73,2.5,179,2.11,99,null
Texas,North East (LMA 29),2003,0,82,800,1.18,1.31,177,-0.66,122,null
Texas,North East (LMA 29),2004,0,105,855,6.83,1.87,185,4.03,110,null
Texas,North East (LMA 29),2005,0,100,1032,20.68,7.21,216,17.03,81,null
Texas,North East (LMA 29),2006,0,98,1250,21.15,10.39,254,17.59,106,null
Texas,North East (LMA 29),2007,0,86,1475,18.02,13.28,292,14.94,136,null
Texas,North East (LMA 29),2008,0,74,1494,1.27,13.3,290,-0.67,114,null
Texas,North East (LMA 29),2009,0,82,1600,7.1,13.35,308,6.29,106,null
Texas,North East (LMA 29),2010,0,72,1910,19.38,13.11,364,18.01,123,null
Texas,North East (LMA 29),2011,0,97,1764,-7.63,7.14,329,-9.52,140,null
Texas,North East (LMA 29),2012,0,72,1900,7.69,5.19,348,5.66,175,null
Texas,North East (LMA 29),2013,0,81,2029,6.78,6.31,365,4.94,279,null
Texas,North East (LMA 29),2014,0,84,2119,4.44,5.78,374,2.55,336,null
Texas,North East (LMA 29),2015,0,81,2298,8.45,3.77,402,7.43,461,null
Texas,North East (LMA 29),2016,0,76,2457,6.9,6.84,425,5.79,412,null
Texas,North East (LMA 29),2017,0,66,2850,16.04,8.45,484,13.9,437,null
Texas,North East (LMA 29),2018,0,76,2906,1.95,7.45,482,-0.44,464,null
Texas,North East (LMA 29),2019,0,76,3201,10.14,8.6,522,8.21,444,null
Texas,North East (LMA 29),2020,0,80,3155,-1.43,6.54,508,-2.6,604,null
Texas,Piney Woods - North (LMA 30),1971,0,100,275,12.24,13.04,221,6.84,180,null
Texas,Piney Woods - North (LMA 30),1972,0,104,314,14.18,14.36,242,9.46,156,null
Texas,Piney Woods - North (LMA 30),1973,0,109,436,38.85,16.87,318,31.63,177,null
Texas,Piney Woods - North (LMA 30),1974,0,103,525,20.41,17.95,352,10.44,159,null
Texas,Piney Woods - North (LMA 30),1975,0,96,500,-4.76,15.33,307,-12.8,136,null
Texas,Piney Woods - North (LMA 30),1976,0,100,550,10,14.87,320,4.25,156,null
Texas,Piney Woods - North (LMA 30),1977,0,84,580,5.55,13.08,318,-0.62,156,null
Texas,Piney Woods - North (LMA 30),1978,0,100,625,7.67,7.47,320,0.61,160,null
Texas,Piney Woods - North (LMA 30),1979,0,99,700,12,5.92,330,3.38,186,null
Texas,Piney Woods - North (LMA 30),1980,0,95,834,19.14,10.77,361,9.26,125,null
Texas,Piney Woods - North (LMA 30),1981,0,100,925,10.91,10.96,366,1.32,117,null
Texas,Piney Woods - North (LMA 30),1982,0,78,1138,23.08,14.42,424,15.92,136,null
Texas,Piney Woods - North (LMA 30),1983,0,85,1000,-12.17,9.86,358,-15.46,127,null
Texas,Piney Woods - North (LMA 30),1984,0,87,1200,20,11.38,415,15.81,127,null
Texas,Piney Woods - North (LMA 30),1985,0,90,1150,-4.17,6.64,386,-7.11,131,null
Texas,Piney Woods - North (LMA 30),1986,0,78,1042,-9.35,2.42,343,-11.14,132,null
Texas,Piney Woods - North (LMA 30),1987,0,86,925,-11.27,-4.07,297,-13.41,125,null
Texas,Piney Woods - North (LMA 30),1988,0,80,900,-2.7,-2.09,279,-6.02,99,null
Texas,Piney Woods - North (LMA 30),1989,0,82,862,-4.26,-6.41,257,-7.88,131,null
Texas,Piney Woods - North (LMA 30),1990,0,96,850,-1.35,-5.87,244,-4.92,101,null
Texas,Piney Woods - North (LMA 30),1991,0,105,788,-7.35,-5.46,219,-10.38,106,null
Texas,Piney Woods - North (LMA 30),1992,0,101,794,0.86,-3,216,-1.38,139,null
Texas,Piney Woods - North (LMA 30),1993,0,95,764,-3.81,-3.22,203,-6.04,126,null
Texas,Piney Woods - North (LMA 30),1994,0,100,800,4.71,-1.47,208,2.52,150,null
Texas,Piney Woods - North (LMA 30),1995,0,82,833,4.12,-0.4,212,1.98,111,null
Texas,Piney Woods - North (LMA 30),1996,0,78,850,2.04,1.54,212,0.21,136,null
Texas,Piney Woods - North (LMA 30),1997,0,82,950,11.76,3.64,233,9.87,119,null
Texas,Piney Woods - North (LMA 30),1998,0,70,990,4.21,5.32,241,3.05,96,null
Texas,Piney Woods - North (LMA 30),1999,0,74,1000,1.01,4.56,240,-0.43,113,null
Texas,Piney Woods - North (LMA 30),2000,0,95,913,-8.7,1.85,214,-10.7,91,null
Texas,Piney Woods - North (LMA 30),2001,0,81,1074,17.67,4.79,246,15.13,78,null
Texas,Piney Woods - North (LMA 30),2002,0,97,1005,-6.45,1.13,227,-7.9,104,null
Texas,Piney Woods - North (LMA 30),2003,0,84,1200,19.4,3.92,266,17.23,162,null
Texas,Piney Woods - North (LMA 30),2004,0,82,1400,16.67,6.96,302,13.61,109,null
Texas,Piney Woods - North (LMA 30),2005,0,98,1600,14.29,11.87,335,10.83,140,null
Texas,Piney Woods - North (LMA 30),2006,0,131,2085,30.32,14.18,424,26.49,80,null
Texas,Piney Woods - North (LMA 30),2007,0,100,2378,14.03,18.79,470,11.05,47,null
Texas,Piney Woods - North (LMA 30),2008,0,105,2700,13.56,17.61,524,11.38,31,null
Texas,Piney Woods - North (LMA 30),2009,0,79,2413,-10.64,11.5,465,-11.31,34,null
Texas,Piney Woods - North (LMA 30),2010,0,78,2478,2.7,9.14,472,1.52,56,null
Texas,Piney Woods - North (LMA 30),2011,0,92,2500,0.9,3.7,466,-1.17,50,null
Texas,Piney Woods - North (LMA 30),2012,0,99,2505,0.2,1.05,458,-1.69,68,null
Texas,Piney Woods - North (LMA 30),2013,0,68,2679,6.96,-0.15,482,5.12,124,null
Texas,Piney Woods - North (LMA 30),2014,0,99,2716,1.37,2.4,479,-0.47,152,null
Texas,Piney Woods - North (LMA 30),2015,0,79,3000,10.46,3.9,525,9.42,224,null
Texas,Piney Woods - North (LMA 30),2016,0,75,3300,10.02,5.71,571,8.87,245,null
